x, 	y, 	 target
-0.2167193269428893, 0.6664585634279688, 0
0.031739123180640316, 0.4300005811205987, 0
-1.0377801758825753, 1.1088213244851404, 0
0.09358740110920838, -0.6119078101191878, 2
-1.530274761727286, 1.0424754867171182, 0
-0.7970525957643666, 1.2743107502028166, 0
-1.798652107489972, 0.4981659425466344, 0
0.6162421044527002, -0.17427823099905074, 2
-1.0609326626287339, 0.2485284713306761, 2
-1.107832984496452, 1.0251387365388225, 0
-1.7485998138498262, 0.5107606506872616, 0
0.14362670823665113, -0.06037744265800231, 0
-0.6429761008563684, -0.3258679626635141, 2
-0.47290926162769675, 0.8742777343698943, 0
-1.8020192085711724, 0.280962603582844, 0
0.0667784668960556, -0.5014591500221313, 2
-0.7745279260412545, -0.014461548862423054, 2
-0.19595698102070536, -0.32194090500270633, 2
-0.8733743116278242, -0.01121724912660342, 2
-0.1250635430958723, 0.1810147793716024, 0
1.182643663538132, 0.09197784386178501, 2
0.4275582403065914, -0.40915600412481234, 2
-0.40139802666391733, -0.4880955511476526, 2
-1.0241990103383254, 0.4220456041077508, 2
0.013090033602740858, 0.143389084651865, 0
-0.554062114605812, 0.895469912664366, 0
1.0241488559002256, 0.16667516927429177, 2
0.87968317455302, -0.33784337726063496, 2
0.684950456267134, -0.16744056039700217, 2
1.049791976172258, 0.38228220845650634, 2
-0.9147834782579348, 0.012010148496932032, 2
0.9468674156511974, 0.32003659671965956, 2
-0.8099616040239077, -0.18328500774849027, 2
-0.8057458715339968, 0.00030842987332097005, 2
-0.37787213274263387, -0.3190952926063093, 2
-0.24058833482429465, 0.8558931201268624, 0
-0.7892195451998396, 0.9102284079933831, 0
-0.4855975693040828, -0.38575991707770857, 2
0.31645674480500285, -0.41779525195276085, 2
-0.0100325903670343, 0.3423522569949348, 0
-1.9764100350728018, -0.13915168113728701, 0
-0.5476119058642668, -0.4114826428880843, 2
-0.053437130968315705, 0.3382781015110954, 0
0.5750166348454355, -0.36403057949773154, 2
0.49804446111985223, -0.39614453809994005, 2
-0.14074697654107737, 0.7386613141974, 0
-1.024210707688566, 0.10076787888183508, 2
-1.9298606977882327, 0.101798491723728, 0
0.10036775382632168, -0.6293574017769846, 2
-1.3474141218465134, 0.7482528085501708, 0
0.31401687950091706, -0.3459781040896268, 2
-1.0858909751912158, 1.0654516811366086, 0
-0.1445166213009461, 0.5025702574512325, 0
0.2573312757766528, -0.5970690235056144, 2
-0.5685090298832339, -0.17317433543121147, 2
-1.8980285731575863, 0.6172143182551849, 0
0.00256634925542798, -0.4688470800751304, 2
0.5655892564546323, -0.18686866610949765, 2
0.858344691608679, 0.27578848426793934, 2
-0.4917083346969049, 1.0760157813052362, 0
-0.7986042140031062, 0.8846113704610579, 0
-0.5520100010726467, 1.0108928201347072, 0
-0.3776137970459743, -0.4360355387953849, 2
-1.6405672182133553, 0.8274977757608164, 0
-0.6885153739307782, -0.11484082570610743, 2
-1.3811563108724267, 0.9620681798595669, 0
-0.3433009608370413, -0.47578636923889667, 2
-1.784624661713517, 0.8012412865318292, 0
-0.6750297225133294, 0.6943525287485888, 0
1.0054121814336177, 0.018000001555022432, 2
-1.6315431783546228, 0.8518955164849705, 0
-0.9474871548836428, 0.11261757558223626, 2
-0.12148051773857194, 0.04964797679408292, 0
0.4577811657851001, -0.4561929226105287, 2
-0.7547986723385094, -0.24377004292928756, 2
-1.4121493164349488, 0.9534241074391305, 0
0.985105594116102, -0.05021380892504071, 2
-1.9878044957812793, 0.6882013180501672, 0
-0.03341306836098723, -0.13128154066229322, 0
-0.6675302476855409, 0.9942745039447248, 0
0.8702230043436794, 0.08203521178020771, 2
0.10677876326758295, -0.4578615563607324, 2
0.8151158237165028, -0.09587065462226207, 2
0.06285956608053889, 0.1753812655643187, 0
-0.18942819083031193, -0.43786311829679747, 2
-1.2285096309100403, 0.8188294558443068, 0
-1.271654340421408, 1.0330387957020701, 0
-0.11864964909498343, 0.21143836999995658, 0
-0.1970646593955352, 0.7944454999756556, 0
0.7270669444626314, 0.06115544317563684, 2
-1.0658181191291314, 0.5415265573472161, 2
-0.33509192103671526, 0.5632766798201023, 0
-0.38988657878598276, -0.33119963985751777, 2
-1.1145681190720909, 0.8859338448787597, 0
-0.2705522471236559, -0.3493045240127812, 2
-0.7976878636349546, -0.15027833537644658, 2
-0.7531727666772139, 1.0492865140294838, 0
-2.0698943057038433, 0.10947415575086691, 0
-1.9527768841123063, 0.3028648653581571, 0
-1.7365722768246954, 0.8200779278569525, 0
-1.463761471406568, 0.6084212082222976, 0
-0.79647431295056, -0.044398112878543804, 2
1.030080133734839, 0.6097103727162981, 2
-1.836626627499084, 0.17379443518320242, 0
-0.14079600512216772, 0.2959163296803118, 0
0.823191184208828, 0.09119597737435733, 2
1.0222152432526865, 0.3915098050698142, 2
-2.0901445720059426, 0.0703043099305593, 0
0.5570675346570095, -0.4042517511990972, 2
-1.3356255172538873, 0.9357675093445479, 0
0.5190345572824928, -0.29107633599101873, 2
-1.036989415444274, 0.32472704252239504, 2
-1.888411310475245, 0.5296349090717938, 0
-0.613530339718578, -0.27068945256451993, 2
-1.4876177282019252, 0.8091217026008433, 0
-1.8080519150561511, 1.0777805003807663, 0
-0.27921990348088666, -0.6286629224205635, 2
-0.029890105211650475, -0.5219478024569506, 2
-2.0410980802575214, 0.34176836224294094, 0
-0.4414259702741897, 0.996439208742003, 0
-0.167420963423214, 0.15165401594243813, 0
-0.10173100932151802, 0.44933085052848154, 0
0.743288602677582, 0.3431661009218649, 2
-1.9422658705349887, 0.16620503013180574, 0
-0.8588033975331781, 1.27030298233823, 0
-1.1285349474118647, 0.4307370912580655, 2
0.7987577655694906, -0.20236481422285993, 2
0.7343487322387858, -0.35079506450814457, 2
-1.041508585046353, 1.0451131739662352, 0
-0.09846283566320047, 0.33567137395194435, 0
-1.9189286264439476, 0.3064324596095463, 0
-0.9683494457773398, 0.13655802188623106, 2
-0.9491410090604181, 0.9932564111309115, 0
-0.16921007248673003, -0.5115455008711394, 2
0.7509739382208784, 0.05211071809910353, 2
-2.042937005125878, -0.08677391648225298, 0
0.14692832547462387, 0.055339114169955496, 0
-0.02358730942741738, -0.39108203897400073, 2
0.2707117151552618, -0.6517464418382841, 2
-2.0080018868861718, 0.06493762606500422, 0
-0.36472394934820773, 0.7839721717345016, 0
-0.5062547158916137, 0.9387640332908433, 0
-0.949400496707806, 0.3570030696651728, 2
-0.9173977151268667, 0.29243289673432826, 2
-2.0474034316082466, 0.49292812343809744, 0
0.8564872025593389, 0.021574917905373248, 2
-1.766791084560631, 0.6993944461326808, 0
-1.9889079656602797, 0.33797952594313047, 0
-0.8759055133151227, 0.9779556860619736, 0
-0.909958917606382, 0.11123596112816925, 2
0.08340418860217524, 0.3477403651734488, 0
-0.3705612607128892, -0.4562818377848116, 2
-0.2971414411167006, 0.6169089133259276, 0
-0.022724538256591598, -0.6060676530091867, 2
-0.3925537365789573, 0.8939373751407228, 0
-1.6456355518560302, 0.7950381621856714, 0
1.0041912477471167, 0.30387220447164004, 2
-0.307396290059054, 0.8147056700853094, 0
-0.19676870047366246, -0.5718455659263278, 2
-1.8951275050525085, 0.9457106145208185, 0
-0.04005221501257361, -0.42275013481293766, 2
-0.9035796987275402, 0.36639796189825635, 2
-0.8471629768238864, 0.19072251498331008, 2
-2.1156929023938873, 0.17983854612175987, 0
0.19971199198621714, -0.4773555934846684, 2
0.9383885775821796, 0.5320107387392853, 2
-0.9051032321399028, 0.9948067846095101, 0
-1.0273330265247884, 1.003907913444938, 0
-1.8574457556248176, 0.5635975741773246, 0
0.4985508237973977, -0.23798582744759386, 2
0.8654427481635885, 0.11256267767621772, 2
-0.5281444825061223, -0.38015938019458856, 2
0.990311551696373, 0.49674156479097004, 2
0.3781841526652516, -0.364075607347522, 2
0.4300079779456494, -0.3013547775780592, 2
-0.6242910931225872, -0.1495680337251219, 2
-1.0159701747625034, 0.0032844275027637676, 2
-0.9102468234977201, 0.14984560243271733, 2
-0.05267944050639661, 0.4002684718570282, 0
-1.3837563901329895, 0.7718114393988785, 0
-0.1471908798019299, -0.5260591640593838, 2
-0.7878674671081551, 0.9277499641298693, 0
-1.593719038583249, 0.7006438926563511, 0
0.4576755738632401, -0.45277154951334625, 2
-0.8153935549964015, -0.16326208231901007, 2
-1.0828523870815923, 0.48221692336819477, 2
0.4501063838569619, -0.3669744810755678, 2
1.1103423332842248, 0.09522621899679856, 2
-0.24260063060122172, 0.788662438554224, 0
-1.7956979612748114, 0.4834962852389852, 0
-0.22283729751487114, 0.659098779556714, 0
-1.1709537075762846, 0.9842757033458978, 0
0.011287300432034186, 0.4195026348649157, 0
-1.5437147902152333, 0.8048577831154586, 0
-1.792604725085621, 0.6037278451455121, 0
-0.27443856972015745, 0.5169842187378488, 0
0.33118377920370934, -0.5290989273796768, 2
-0.3463412876416627, 0.689359750791926, 0
0.7493383563699065, -0.2990355442835202, 2
-1.2384022489248205, 1.0144468252018308, 0
2.374276017468245, -0.5205301009440091, 3
1.8181165138319513, 0.963010860718918, 2
1.0517942074877036, 0.02905777209735319, 2
2.8827420894986906, 0.186063178077449, 2
0.9128461646811499, 0.382091268880694, 2
3.5533028739878594, -0.3567171825643275, 3
3.9960503480559426, 0.6267529387694567, 3
2.2019590420359125, 0.061868115021153636, 3
4.0566321987325695, 0.45433815096304514, 3
3.9211235304658274, -0.06706070724054519, 3
1.3368316768479505, 0.7927470551337141, 2
2.8950196983879235, 0.12069614225693111, 2
1.0294959663739387, -0.02605154310497551, 2
2.734485963306353, -0.5675087083726986, 3
1.7269270996531887, 1.2002352714117772, 2
2.8368225535818334, -0.5288021098554095, 3
2.941515017682061, 0.6319547310987094, 2
1.604914439838106, 0.9681171011415086, 2
1.1291709841924134, 0.3863709348702349, 2
2.875320917097153, 0.5494732495872885, 2
2.5150475031631325, 0.8354602103902926, 2
2.4519595713515074, -0.29708704700316885, 3
2.159496397809905, -0.04718859789887521, 3
3.9778497425945805, 0.3606285741023194, 3
2.0903683261085213, 0.2002245589474024, 3
3.8822485810683918, 0.13446957606611434, 3
3.4592721490757894, -0.29791852460196394, 3
2.840874218920714, 0.5432330388480455, 2
3.015927785457954, 0.4134054863596715, 2
4.1363562901023645, 0.25250940230267355, 3
2.153823845881494, 0.9428173472283883, 2
2.1845107849754024, -0.056000465480637696, 3
2.3209654334967467, -0.10516830153655085, 3
3.8519345118144566, 0.020226766577731398, 3
3.4362336777924645, -0.3331690634840108, 3
1.775804185622635, 1.095495298074325, 2
2.440952497980273, 0.8350446376656565, 2
1.1534379130190537, 0.19865296830667076, 2
3.2286473915588396, -0.4302718700238293, 3
1.099879864558579, 0.5123527901338301, 2
1.2072144154348639, 0.5616080820071268, 2
3.1386552273816326, 0.15457537442104, 2
2.9579974509841644, -0.435613151695595, 3
3.0836849087357403, -0.6627489696906304, 3
3.9537901850293977, 0.35133754481276896, 3
3.5179656790019003, -0.4177481825298246, 3
2.0532744465775035, 0.959778787492418, 2
3.1095213468338043, -0.42260020823121, 3
3.8647931080019573, -0.03217132791979387, 3
2.4339971442788264, 0.9659814819792824, 2
1.8269997130854962, 1.0318802155403524, 2
3.0368474051693557, 0.6218031678959242, 2
1.1337731892612632, -0.03482739589399879, 2
1.0398092779760653, 0.06931716606273813, 2
2.2086008784445528, 0.8563712629042808, 2
1.3609999941473696, 0.7242382291025207, 2
1.8977334048451822, 0.32208894876722277, 3
2.6653240219166694, 0.555862188619641, 2
3.497895766541716, -0.47376136946667285, 3
2.854256191377595, -0.1791086842968293, 3
3.8681966283280476, -0.18077612171801805, 3
2.170260665264026, 0.9675477695692503, 2
1.773708293439851, 0.703678762246415, 2
