x1 x2 x3 x4 x5
5.93932973445724 -0.783809305210109 -11.536298630449 -0.578329416780575 2.4520443414279
-3.40568910765802 -2.02429321985942 -0.58628161221515 -3.2764809210706 -1.27499525327807
6.43535987081757 5.13319898235131 0.897031516136276 5.52002736770662 1.19762549721661
2.08241477752161 -3.4751471743222 1.58532559715343 0.121683428954246 -1.38309438610133
3.77583439849519 4.29940811148894 -7.68903941134384 -1.25393793332698 1.83693291795604
0.796760118386805 -1.01174065617755 -9.01020469299699 -2.80827325861317 2.94428850124311
-0.459382951544046 3.35603392100978 -10.8098799156531 -0.610535534898974 2.59135700735413
3.25180155061492 1.68086066243938 2.42016545932583 -9.01257179945676 6.4994083554194
2.3024360738964 0.600588149858404 -8.58173438852771 -3.37217189029334 3.64866321915952
0.281195093475844 0.300975866471134 -6.12054606517211 -3.27448868420925 1.90783121603657
-1.92743018395594 -0.535658345916861 0.771740822701703 -3.67965692921263 3.2718254821744
2.94320704870246 2.94537346149382 -1.8658629611216 1.66506112819124 0.40148952724291
-0.0205325961058422 3.40421886098289 -0.797948021509078 3.0856118379067 1.49491644477447
0.159166111338249 1.41506107526106 -5.4653514055928 1.69959085841367 3.98298576430364
-2.09217324832362 -3.80919778906999 1.51319493924454 -6.26682399117916 -3.45186149734389
-3.34689547087318 -2.69393949307384 4.09373960240686 -5.80201859616894 -6.18471404603389
0.23718126240637 -0.504322981457288 -10.0164527014109 1.35938676969728 1.10272358171808
-2.94868326269358 -2.04160457978071 2.1385041340944 -4.22562342985126 -0.266001247163609
-0.88492918694208 3.00487723084525 3.09771121417986 4.46110890747252 5.96126224951657
2.44033399371214 -1.44138284271745 -2.43549985878412 -4.00087388786998 -6.06274825185469
-4.15182585690338 -0.641986781596005 0.957501701774637 -3.75540477570424 3.54650249805835
1.02136274098407 2.67908493516614 -7.73548070920983 -0.918567473630596 2.35630369776546
-1.1284190792091 -1.7263681431302 -12.8269936258439 -1.89712949133599 2.81327736889952
-2.84829086994971 -4.55359482655789 1.59444220851621 -2.52233266428563 1.69940513472966
-4.51224277625012 -3.71318541588127 4.2467554846391 -5.345143759285 -0.587442018519229
-0.979494966740829 -2.30936296061056 -2.95859134354218 -2.91125844021923 -1.04373216152127
1.18769375084294 4.92981756604857 -7.61012782750146 -3.74551362532336 4.88609391517326
-2.59041687167373 -1.35221204110468 -5.92669753337966 -1.57732660278236 -1.55082225530403
5.64580272696035 -1.58209257181947 -2.11401082246396 -6.19354210384764 5.303141452531
1.91557279240534 -0.255734941808632 -0.564088595392192 -7.42092447364874 1.66530781667718
1.57068899538726 -1.10937804546568 -10.1828700209854 -1.76318430787359 3.82836056161266
0.371121246514676 2.87253067698705 0.556744428189507 -6.37436507647749 4.39176859237465
0.469680340923758 -1.93336271527478 -4.6716911722808 -5.83238924039226 2.37549115654018
-0.479846279840408 1.3977364821934 -9.58602873346075 -0.852716162221698 3.94689370800716
-1.78294938907494 -4.03592578657778 -2.07510976316256 0.150082396830865 0.70482011785887
-0.253589483105812 3.38857055457853 -5.52953927984152 -3.06201541798599 -1.83557472941618
-3.04655018196207 -5.84334677510083 2.47305509269378 -2.71291950241312 -2.75341780528118
2.01964691796863 0.73206034345911 -7.95241487162107 0.841453760257116 1.2006260972261
-0.264029406816428 -0.174396331389323 0.0469325923751187 -1.96859662335029 -1.43467827850317
-2.22230042566783 -1.2336304534524 0.164892902907238 -6.17874543364277 0.132121735860402
-5.29700005513058 -1.48275527289636 -2.2545980168622 -6.22543044469204 -0.90661411301293
-5.82644191805561 -4.26028691046606 0.935479638976059 -2.07913759029618 0.156173419974428
-2.47764877601503 -0.799129664000669 -0.94414432032181 -4.20410772104898 -3.49127766103298
5.13315553098556 1.41704329349701 -2.73381899807411 5.73508049213479 1.54973324137101
1.92652464779908 0.763461085421282 0.0294971428850714 0.361235355354429 -0.248666378574945
2.57658385941132 -4.49309235883736 2.53907388248227 -6.74992347224623 -1.52588003408094
1.17638862063916 -4.21348361074187 -4.28523678433841 -2.9094781052061 0.442239918752458
-2.082989091978 2.38393662653207 -7.84659948400289 -3.79938776813051 2.16530445737626
-4.52271865826657 -4.54732344492212 -1.26753579312767 -1.49280073799838 -2.30790975126525
6.73562412830382 2.69839002296963 3.35436623896212 5.32415957756748 1.62898484765932
-2.16890592520276 -0.360394315815986 3.72609437751527 -4.86921563378313 3.49454931091722
-2.68609774740807 -1.80827590603567 0.208850307596912 1.43145730364549 -1.7948766360554
4.44741675181317 3.19917940072926 0.4989673431141 5.10870252200607 -0.484791830507228
-0.455255964750193 -0.621130581741351 -0.201384145175368 2.0405906420854 -2.24523212011256
-1.91419375605992 -4.21794759884977 0.042630757067059 -3.44437190741233 -7.46084781291534
0.759294014045091 1.99091759894088 -3.2069797659749 -4.05809025807845 6.39985411538581
4.48151658613737 3.91961224795103 4.6414525434334 -5.74009455727658 2.52609784886503
-0.53507485034286 4.07800779038409 -6.87590594454978 -0.0227282917034755 3.16150109762029
-6.53438341345412 -2.9096285786664 -3.4346046522723 0.923233506727581 -4.05046899288672
3.77458274990403 2.71954037342227 -1.04564866347988 1.90637634639916 6.74211917146129
1.52178646800406 1.80978466498455 -7.36012221759191 -8.11287519706408 4.58590724993433
4.26966748447426 1.19354281097363 1.2601750562035 -4.61899237335259 6.20900469395802
8.68641084816382 3.96642954323683 1.91961666596202 -2.04633505190634 3.98546033031789
-3.96959735348862 -2.75118652456742 -1.02053074463008 -4.11354733229648 4.64405186704196
2.31527659195231 3.95364661534577 6.30187950065862 0.865499842872332 5.46777520675434
-1.47740254726983 1.05195673238324 -11.8152057347103 -3.21132541014029 2.42191872992558
5.10244405447408 -4.65249171057851 -1.94179579537795 -2.16431763482633 -5.15585533063231
0.621127255708454 -3.3712923303633 -2.37109034253118 0.806361658079005 -1.76097442515514
-6.39338526342315 -3.85491707484318 0.730772310853598 -4.16435142779148 -0.0237925178276646
1.32181943235771 0.857200296252863 -10.4497136159975 -2.62321663880779 5.17962810064035
0.386551180648656 -2.76170030073955 -9.93965691156351 -1.51982814614803 4.7673416818466
-7.11834640439976 -2.76738769815766 0.388435676238203 -3.33427348514531 0.257510922911989
1.48159461280037 3.14443245751128 -8.03903259995221 -1.86265481672101 4.22431313532871
-5.02451810442355 -2.90757023668513 3.26768254540832 -8.55560382223146 -0.517935085975959
