x1 x2
-9.62459550553034 15.1157314030726
-7.70930178801324 11.8009616844298
-0.0518065652875246 14.5393185160025
0.713966864598173 6.83583381407202
2.84402296291284 7.61057579599675
-1.69448821311806 20.1122076086882
-9.60742392739167 -2.52394516040104
-2.15242764956748 5.23580709254044
2.28567559715689 -7.6150022763191
-13.2822315183479 1.95206467454031
1.10678119721394 19.4626454999982
-12.0988968480786 2.4772243784086
-5.4411233629616 10.0939593175982
-9.65907663124812 1.00345171180385
-6.17909100000732 1.31600625757901
5.06022133708838 0.709243531075813
2.25957599782025 1.9419842529197
-2.72109679750612 19.6071639577787
-12.7320318420818 12.8057388968707
-4.41666588596252 -4.58837341092041
0.433255583461099 -0.350936969666912
-17.0204699534302 11.7879113559554
0.253051296076641 8.63502457462841
-0.0115496273271444 5.61479520324872
-0.255152714365216 6.8505515190966
-0.796290510512635 19.7572530436537
-0.341872865427626 -4.67882370068785
1.15042064460885 -2.65200380531595
1.52743119829323 19.9463356457112
0.640315241024722 -4.15595694058845
-1.11909744912076 4.08383599944646
-10.3831960397206 12.2493149991468
-8.05988148060776 11.4772050860284
-10.6268558993196 0.487737429875026
-8.45172941231027 11.3562518857336
-5.90322001082251 1.1904527407276
0.471206582486649 4.32692151635391
-11.9289764708429 13.3273039358226
-5.61860706713108 0.212223810827211
1.91847955806693 -3.46977634207809
0.648708197261485 -8.00870482873945
-8.22496641057624 10.2495976638959
-14.4196640500154 13.8740225479888
2.01993639403137 18.3049663929008
-2.33187548295132 -2.8707719039564
-8.3085960855164 11.1256383961021
1.21807184264526 6.99192836728861
-12.0978306717363 -0.464751331014597
-8.78730292548288 13.8483970011763
-9.91407248082108 1.00728680260297
3.18971239261194 3.8779569494822
-6.86385635023086 2.09244366379433
3.11838419757865 7.02340493476775
0.939240145743346 13.3332174176626
-12.6937987509828 -1.01288777750786
2.15190665993867 17.401159127591
-11.4326279970094 0.314446324517887
0.796579212414357 4.43027996802012
2.09976525930059 15.738248445119
-8.62358842368407 8.86171197273515
0.0421434600911174 5.75157204943749
0.838948024826482 16.8732963109388
-7.71272783580191 13.32323911631
1.73798478360248 6.69082691904964
1.33899543613258 12.8737807580799
-0.93755339259933 -5.0477338996403
-10.5613261030202 11.002392865067
-8.89132938736728 0.211312247558161
-4.36281750900033 10.518070932995
-1.84276472282293 7.19354532261826
0.769180998863103 5.25445452276775
-11.0502343600716 13.926534223653
-3.84280546127005 -4.48800645644337
-2.91771873711319 -5.42839775776583
-3.40310775538873 10.7891624389213
-7.79102221375348 2.4328844339057
