x1 x2 x3 x4 x5 x6 x7 x8 x9 x10
5.62455173283764 1.84241869777365 -9.36463902058408 5.32364907638937 0.51615492900651 -2.25032327499404 -1.32078415943084 6.28728874709556 14.807755406044 -1.37948120029126
-0.371796998608156 3.54272559111944 0.631824578716117 3.50829308565074 2.65004854359764 -0.575744290841727 -3.46261986646001 0.69627521173308 9.26336155984952 -11.4480332275962
-2.77564545734643 3.06113826985481 0.451849398544269 0.110309360328129 0.749285829112876 -1.0277239196772 4.84099589799207 3.41747856144788 6.69972354613711 3.35444331079224
1.90355247691695 2.92778877494748 2.17872191281534 -1.51755887725573 2.40818551122152 2.0214852208748 3.27468762070737 4.59702307651689 8.80229612150315 -10.2078994025141
2.73325151030347 4.46366183403788 4.66846919971577 2.93215140639251 3.51663148061601 0.642200980756231 2.25484815898239 4.24987174640438 6.00560862652506 3.17577357308435
-0.99982098447183 -0.0118548824463227 -0.777547194413452 -0.0576825182564686 2.63098924403394 0.864024158991829 -1.59268346110455 3.39695639077038 9.1532108887392 3.40431520990431
0.99982688502947 1.68874165038008 4.54624663238102 -0.913412386095841 1.04188538614516 2.88391543762491 1.10310630157658 1.43331729808333 5.98828329711517 -0.799897572608179
-4.35107234657273 -1.13233194485356 -3.52574375504307 -3.99814988443363 -0.193265672436243 -3.85101234659218 -1.2737586720678 -4.81074552811025 1.39050393373315 -4.3783363300919
5.78890811231707 -3.03818662598573 1.69771498906846 4.73564257184188 -0.432347473874501 5.92488605519925 1.61951305264737 -0.71435146066572 10.6103296450294 2.47467389012033
3.77843944891861 8.0294082121041 -11.3353085522757 1.92911096927558 1.22974365805683 4.22358644433292 -0.128680799022188 3.40943633411275 12.3158489826652 -7.1004582117118
-3.32735618751822 -4.04792560603389 1.11469076267282 -2.9346816556069 -1.54067377759867 -3.0689288676988 5.77520292662641 -4.25076866787267 0.313987183782859 -1.91829312581801
-2.00028552359281 3.40301127584556 1.86126784857461 -0.887891964341111 -0.478956849001009 0.144894675757112 1.19892343728732 0.410597203234005 16.79814761347 -6.14281279986485
-1.30031183386895 1.23298599762423 -3.58921444129707 1.20075430546739 0.500952997848899 0.749781617838043 1.47051940677332 2.48326334861564 -2.80553915241624 -11.0405431038677
-2.26716755611053 4.9657993406885 3.90918474486209 2.39669182848104 0.0605500547382309 1.38925251313079 -3.22642958955084 2.96322564006613 9.01789828875767 -11.0883577929542
6.78342291733742 5.18512825772564 -0.0461185786003914 1.53436681507817 -1.84409687477719 2.17867544491277 -3.50594430437923 0.205093578888704 -3.71481561891387 -7.49554710955089
-1.64413506609678 0.823865298902746 1.21796013681743 -1.06936815439143 -1.02262861250168 -4.48949807062628 1.06245859985309 2.95114541802478 6.94259260064467 -0.221814785476954
2.16150295031081 3.39404352095824 -7.67185990433889 1.35568325200365 -0.746562314151497 0.208590645495354 2.06751382607604 -0.0845030223608259 6.36219137662074 -5.93691101870371
0.999732858501375 1.3094140722993 -2.5935409521969 -2.13269362621668 4.20610055046138 -7.42413803925569 -0.219821340664984 -4.99945141980162 -4.16280282576054 3.84012268226597
6.66561293158059 -1.71186071905668 -7.21200477497729 3.37259570059432 -2.06878926232184 4.83004728974931 5.47568031964008 3.7710148831984 -2.67438446524272 -0.928748987151321
-1.88399531223023 -1.11612764118276 -8.62222582539632 2.07186131382194 1.53631598151196 7.07592811646922 -0.702488617460824 -0.259604306423238 -6.90874549277941 -5.46485606554381
3.16123277198622 3.45558928912382 0.025535332917126 0.936400108296652 2.93203966552975 0.16072645992949 0.991319598449961 2.00830852091622 3.43292960475903 -10.8519934069368
